0	0
0.05	0
0.1	0
0.15	0
0.2	0
0.25	0
0.3	0
0.35	0
0.4	0
0.45	0
0.5	0
0.55	0
0.6	0
0.65	0
0.7	0
0.75	0
0.8	0
0.85	0
0.9	0
0.95	0
1	0
1.05	0
1.1	0
1.15	0
1.2	0
1.25	0
1.3	0
1.35	0
1.4	0
1.45	0
1.5	0
1.55	0
1.6	0
1.65	0
1.7	0
1.75	0
1.8	0
1.85	0
1.9	0
1.95	1.73333333333e-05
2	0.00110977777778
2.05	0.003311
2.1	0.006627
2.15	0.0113883333333
2.2	0.0181286666667
2.25	0.0283446666667
2.3	0.0398444444444
2.35	0.0543206666667
2.4	0.0724168888889
2.45	0.103633777778
2.5	0.143733333333
2.55	0.501448777778
2.6	1.24976377778
2.65	2.20521
2.7	2.72379444444
2.75	2.79073444444
2.8	2.54370333333
2.85	2.19689577778
2.9	1.87640277778
2.95	1.61414033333
3	1.39649711111
3.05	1.21312022222
3.1	1.075935
3.15	0.979633444444
3.2	0.907506333333
3.25	0.863658666667
3.3	0.825066222222
3.35	0.804980555556
3.4	0.796113
3.45	0.796891333333
3.5	0.807864555556
3.55	0.821753
3.6	0.843725
3.65	0.869850888889
3.7	0.899399333333
3.75	0.929369
3.8	0.958203888889
3.85	0.985038666667
3.9	1.00660722222
3.95	1.02700333333
4	1.04413833333
4.05	1.05970211111
4.1	1.07560666667
4.15	1.08662466667
4.2	1.09571611111
4.25	1.10376011111
4.3	1.115202
4.35	1.11870222222
4.4	1.12445366667
4.45	1.12688666667
4.5	1.12334577778
4.55	1.12478788889
4.6	1.11492633333
4.65	1.10854022222
4.7	1.10271355556
4.75	1.088329
4.8	1.07652655556
4.85	1.06225733333
4.9	1.04311666667
4.95	1.02567644444
5	1.00529066667
5.05	0.985428666667
5.1	0.963254111111
5.15	0.944257333333
5.2	0.926613666667
5.25	0.911353888889
5.3	0.899274222222
5.35	0.887468333333
5.4	0.879217222222
5.45	0.870530111111
5.5	0.870132333333
5.55	0.866940666667
5.6	0.869890888889
5.65	0.87615
5.7	0.885414555556
5.75	0.895568444444
5.8	0.909336666667
5.85	0.922231333333
5.9	0.932302666667
5.95	0.946521333333
6	0.960037555556
6.05	0.971661333333
6.1	0.983979
6.15	0.995170222222
6.2	1.005838
6.25	1.01494133333
6.3	1.02530511111
6.35	1.034967
6.4	1.04165833333
6.45	1.04931
6.5	1.05848977778
6.55	1.06516233333
6.6	1.06650722222
6.65	1.06997255556
6.7	1.06834466667
6.75	1.06745322222
6.8	1.06346566667
6.85	1.060231
6.9	1.05595277778
6.95	1.050109
7	1.04509666667
7.05	1.03814877778
7.1	1.03336833333
7.15	1.02623866667
7.2	1.02046966667
7.25	1.01545811111
7.3	1.01201833333
7.35	1.007077
7.4	1.00321288889
7.45	0.998957
7.5	0.994991333333
7.55	0.990392555556
7.6	0.987014333333
7.65	0.983951222222
7.7	0.982393333333
7.75	0.979034333333
7.8	0.976006777778
7.85	0.976318111111
7.9	0.975098
7.95	0.975080333333
8	0.976353333333
8.05	0.977221333333
8.1	0.978273777778
8.15	0.980325444444
8.2	0.983839333333
8.25	0.986942444444
8.3	0.989305555556
8.35	0.990478333333
8.4	0.994642555556
8.45	0.997257111111
8.5	0.998589666667
8.55	1.000368
8.6	1.00198644444
8.65	1.001758
8.7	1.00199155556
8.75	1.002142
8.8	1.00143166667
8.85	1.00353544444
8.9	1.00310066667
8.95	1.00371333333
9	1.00277655556
9.05	1.00238722222
9.1	1.00065566667
9.15	0.999024
9.2	0.999650666667
9.25	0.999684
9.3	1.00000644444
9.35	0.998228444444
9.4	0.997973666667
9.45	0.997410777778
9.5	0.997609444444
9.55	0.996189333333
9.6	0.997297333333
9.65	0.997433666667
9.7	0.998763333333
9.75	1.00007511111
9.8	0.999127888889
9.85	0.999514
9.9	0.999672555556
9.95	0.998759
10	0.997276666667
10.05	0.998086222222
