#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
23700,47.400000000011964,-44028.864472594396,6624.553554247594,-37404.310918346804,296.907269266264,27.0,0.9916318011950421
23800,47.60000000001221,-43911.74554940714,6571.7813278442945,-37339.96422156285,294.54205967044777,27.0,0.9916318011950421
23900,47.80000000001245,-44085.83703729166,6761.621132558786,-37324.215904732875,303.0505300985689,27.0,0.9916318011950421
24000,48.0000000000127,-43995.930072035924,6855.6851055885,-37140.244966447426,307.26640323475647,27.0,0.9916318011950421
24100,48.20000000001294,-43966.621597495214,6923.347544900849,-37043.27405259437,310.2989804376749,27.0,0.9916318011950421
24200,48.400000000013186,-43926.11309930338,6911.390149290918,-37014.72295001246,309.7630593904664,27.0,0.9916318011950421
24300,48.60000000001343,-43788.96253129496,6772.674056211721,-37016.28847508324,303.54591342550987,27.0,0.9916318011950421
24400,48.800000000013675,-43944.78837415232,6889.988651742546,-37054.79972240977,308.80386113759374,27.0,0.9916318011950421
24500,49.00000000001392,-43908.729890074865,6644.967375464513,-37263.76251461035,297.82220064438206,27.0,0.9916318011950421
24600,49.200000000014164,-43732.91347619547,6444.852248034422,-37288.06122816105,288.8531983504778,27.0,0.9916318011950421
24700,49.40000000001441,-44210.202756133214,6829.09448888382,-37381.108267249394,306.07463275101867,27.0,0.9916318011950421
24800,49.60000000001465,-43930.40753957285,6520.193389528437,-37410.21415004441,292.22992893333316,27.0,0.9916318011950421
24900,49.8000000000149,-44050.39352342142,6859.286849870299,-37191.10667355113,307.42783057481,27.0,0.9916318011950421
25000,50.00000000001514,-43828.55904504313,6649.641912965316,-37178.91713207781,298.03170973100674,27.0,0.9916318011950421
25100,50.200000000015386,-44139.14179059519,6879.608826490998,-37259.53296410419,308.33864555051133,27.0,0.9916318011950421
25200,50.40000000001563,-44186.49241467966,6890.4451402780005,-37296.04727440166,308.82432059397877,27.0,0.9916318011950421
25300,50.600000000015875,-43976.81964227213,6939.0944576985385,-37037.72518457359,311.00474465859185,27.0,0.9916318011950421
25400,50.80000000001612,-43902.47855969919,6829.700214690295,-37072.7783450089,306.10178090427183,27.0,0.9916318011950421
25500,51.000000000016364,-43820.91934415354,6719.580107269855,-37101.33923688369,301.1662844790755,27.0,0.9916318011950421
25600,51.20000000001661,-43667.48031064524,6588.322885618133,-37079.15742502711,295.2834392529091,27.0,0.9916318011950421
25700,51.40000000001685,-43759.44955560221,6611.447448942091,-37148.00210666012,296.319863955837,27.0,0.9916318011950421
25800,51.6000000000171,-43978.13866254343,6571.74285056804,-37406.395811975395,294.54033514925135,27.0,0.9916318011950421
25900,51.80000000001734,-44135.95098325266,6853.011779515958,-37282.9392037367,307.1465868671239,27.0,0.9916318011950421
26000,52.000000000017586,-44167.686161246434,6626.560695193713,-37541.12546605272,296.9972277415733,27.0,0.9916318011950421
26100,52.20000000001783,-44175.612254347936,6708.496824071514,-37467.11543027642,300.6695404612369,27.0,0.9916318011950421
26200,52.400000000018075,-44081.82080956949,6677.584440927276,-37404.23636864222,299.2840718118087,27.0,0.9916318011950421
26300,52.60000000001832,-44142.02702638163,6820.016759901002,-37322.010266480625,305.6677760924745,27.0,0.9916318011950421
26400,52.800000000018564,-44125.19359132303,6704.3465664825735,-37420.84702484046,300.4835291870592,27.0,0.9916318011950421
26500,53.00000000001881,-44118.919537749425,6529.1787391038815,-37589.740798645544,292.6326452196462,27.0,0.9916318011950421
26600,53.20000000001905,-44156.75364705576,6609.313747532919,-37547.43989952284,296.2242331403203,27.0,0.9916318011950421
26700,53.4000000000193,-44199.366233077184,6694.640897089695,-37504.72533598749,300.04852873423727,27.0,0.9916318011950421
26800,53.60000000001954,-44102.6128608848,6646.622601087781,-37455.99025979702,297.8963865522776,27.0,0.9916318011950421
26900,53.800000000019786,-44054.79797288431,6751.117143528737,-37303.68082935557,302.5797495887918,27.0,0.9916318011950421
27000,54.00000000002003,-43995.70841428293,6663.768332888767,-37331.94008139417,298.6648447384656,27.0,0.9916318011950421
27100,54.200000000020275,-44037.82191297068,6667.678198216063,-37370.14371475462,298.8400818209377,27.0,0.9916318011950421
27200,54.40000000002052,-44009.98197099222,6607.258556706763,-37402.72341428546,296.13212110725743,27.0,0.9916318011950421
27300,54.60000000002076,-44099.68155213846,6675.826836059843,-37423.85471607862,299.20529734687835,27.0,0.9916318011950421
27400,54.80000000002101,-43790.10486527933,6485.88617046839,-37304.218694810945,290.69230641374367,27.0,0.9916318011950421
27500,55.00000000002125,-43725.928306784765,6764.425047145597,-36961.50325963917,303.17619934048975,27.0,0.9916318011950421
27600,55.2000000000215,-43772.83553430094,6528.25174141629,-37244.583792884645,292.5910979138866,27.0,0.9916318011950421
27700,55.40000000002174,-43913.79491158976,6629.830307020091,-37283.964604569665,297.1437691667396,27.0,0.9916318011950421
27800,55.600000000021986,-43966.8002903129,6625.766395682962,-37341.03389462994,296.9616278635158,27.0,0.9916318011950421
27900,55.80000000002223,-43987.474448409215,6598.277432548687,-37389.197015860525,295.72959420082077,27.0,0.9916318011950421
28000,56.000000000022474,-44050.6808006431,6548.462048806341,-37502.21875183676,293.4969079626806,27.0,0.9916318011950421
28100,56.20000000002272,-44013.414712157384,6533.704490321403,-37479.71022183598,292.83548582231754,27.0,0.9916318011950421
28200,56.40000000002296,-44060.07333489908,6643.4418439228075,-37416.63149097627,297.75382752300595,27.0,0.9916318011950421
28300,56.60000000002321,-44016.89890500559,6645.5396321720245,-37371.359272833564,297.84784873899787,27.0,0.9916318011950421
28400,56.80000000002345,-44124.28856965555,6797.317845771364,-37326.97072388419,304.65042865096746,27.0,0.9916318011950421
28500,57.0000000000237,-43745.536725249425,6470.450642652531,-37275.08608259689,290.0004982222993,27.0,0.9916318011950421
28600,57.20000000002394,-43914.4378149177,6655.467612410299,-37258.9702025074,298.2928129886997,27.0,0.9916318011950421
28700,57.400000000024185,-43720.38703843607,6609.680307785586,-37110.70673065048,296.24066208194625,27.0,0.9916318011950421
28800,57.60000000002443,-43681.78556462778,6520.133688302805,-37161.65187632498,292.2272531714529,27.0,0.9916318011950421
28900,57.800000000024674,-43734.85378381266,6614.080118786705,-37120.773665025954,296.4378581433763,27.0,0.9916318011950421
29000,58.00000000002492,-43687.74169465555,6488.455909257592,-37199.28578539796,290.8074800809774,27.0,0.9916318011950421
29100,58.20000000002516,-43844.23232385172,6699.11930672655,-37145.11301712517,300.24924752457474,27.0,0.9916318011950421
29200,58.40000000002541,-43754.621447768346,6699.512160148971,-37055.10928761937,300.2668549053466,27.0,0.9916318011950421
29300,58.60000000002565,-43887.3826334144,6842.194152556738,-37045.188480857665,306.6617493525501,27.0,0.9916318011950421
29400,58.800000000025896,-43931.4743301536,6880.824483836707,-37050.64984631689,308.3931303546453,27.0,0.9916318011950421
29500,59.00000000002614,-43628.75842782511,6617.86003341407,-37010.89839441104,296.60727093789603,27.0,0.9916318011950421
29600,59.200000000026385,-43906.4167091514,6816.863704000618,-37089.55300515078,305.5264586120495,27.0,0.9916318011950421
29700,59.40000000002663,-43844.4826957847,6802.674787184188,-37041.80790860052,304.8905225431032,27.0,0.9916318011950421
29800,59.600000000026874,-43837.88933774485,6744.990468698569,-37092.89886904628,302.3051568515437,27.0,0.9916318011950421
29900,59.80000000002712,-43890.316892829076,6741.004278096747,-37149.31261473233,302.12649893042186,27.0,0.9916318011950421
30000,60.00000000002736,-43881.23673364176,6828.316125328323,-37052.920608313434,306.039747109916,27.0,0.9916318011950421
30100,60.20000000002761,-43832.40996572031,6772.4604044116195,-37059.94956130869,303.53633772021556,27.0,0.9916318011950421
30200,60.40000000002785,-43738.397326674596,6705.362483438063,-37033.034843236535,300.5290617843256,27.0,0.9916318011950421
30300,60.600000000028096,-43837.75210877909,6715.339622830976,-37122.41248594811,300.9762293085944,27.0,0.9916318011950421
30400,60.80000000002834,-43950.36074658884,6921.709681770543,-37028.651064818296,310.22557270303,27.0,0.9916318011950421
30500,61.000000000028585,-43812.07696362986,6693.850976148267,-37118.22598748159,300.013125100206,27.0,0.9916318011950421
30600,61.20000000002883,-43742.740561690465,6790.346786031987,-36952.39377565848,304.337991247577,27.0,0.9916318011950421
30700,61.400000000029074,-43596.30490037455,6545.623660498482,-37050.68123987607,293.36969363575236,27.0,0.9916318011950421
30800,61.60000000002932,-43513.12839528574,6459.892406840285,-37053.235988445456,289.52728641449784,27.0,0.9916318011950421
30900,61.80000000002956,-43701.45148965372,6750.1028540448215,-36951.3486356089,302.5342899335186,27.0,0.9916318011950421
31000,62.00000000002981,-43720.90796205057,6716.205407738289,-37004.70255431229,301.0150331057858,27.0,0.9916318011950421
31100,62.20000000003005,-43855.77530118479,6777.9931600642885,-37077.7821411205,303.7843114680159,27.0,0.9916318011950421
31200,62.400000000030296,-43749.721129622594,6681.645396414139,-37068.075733208454,299.4660806361533,27.0,0.9916318011950421
31300,62.60000000003054,-43804.905312266485,6838.818671824383,-36966.0866404421,306.51046296645666,27.0,0.9916318011950421
31400,62.800000000030785,-43999.71346208109,6884.500564496996,-37115.2128975841,308.5578893925957,27.0,0.9916318011950421
31500,63.00000000003103,-43854.86556455149,6765.782850601419,-37089.08271395007,303.23705502124875,27.0,0.9916318011950421
31600,63.200000000031274,-43895.260161605016,6649.5811642804865,-37245.67899732453,298.02898702283073,27.0,0.9916318011950421
31700,63.40000000003152,-43894.89955255045,6810.640900370906,-37084.258652179546,305.2475574577682,27.0,0.9916318011950421
31800,63.60000000003176,-43751.747580733434,6612.672693582699,-37139.07488715074,296.3747784549722,27.0,0.9916318011950421
31900,63.80000000003201,-43758.117808547155,6638.532380051011,-37119.585428496146,297.5337892215869,27.0,0.9916318011950421
32000,64.00000000003224,-43555.62126943125,6462.625354556264,-37092.995914874984,289.6497749771993,27.0,0.9916318011950421
32100,64.20000000003178,-43836.01477738871,6900.73095579068,-36935.28382159803,309.2853227386573,27.0,0.9916318011950421
32200,64.40000000003131,-43511.44797917856,6604.851309387874,-36906.59666979069,296.02423017965805,27.0,0.9916318011950421
32300,64.60000000003085,-43677.4774305488,6930.712030800263,-36746.76539974854,310.6290508914858,27.0,0.9916318011950421
32400,64.80000000003038,-43508.901366439,6648.262898141264,-36860.63846829774,297.96990337344096,27.0,0.9916318011950421
32500,65.00000000002991,-43741.589313712255,6759.814835289376,-36981.77447842288,302.9695732785581,27.0,0.9916318011950421
32600,65.20000000002945,-44068.98387547983,7043.905438801322,-37025.07843667851,315.70229022653314,27.0,0.9916318011950421
32700,65.40000000002898,-43942.19997331156,6986.503294124598,-36955.69667918696,313.12957134269755,27.0,0.9916318011950421
32800,65.60000000002852,-43785.57703849329,6851.72358924869,-36933.853449244605,307.0888511946114,27.0,0.9916318011950421
32900,65.80000000002805,-43532.46214601053,6690.411695576719,-36842.05045043382,299.8589792556027,27.0,0.9916318011950421
33000,66.00000000002758,-43676.2353469993,6761.260525539753,-36914.97482145955,303.0343679761825,27.0,0.9916318011950421
33100,66.20000000002712,-43689.300049986974,6691.9057153052945,-36997.39433468168,299.9259400423499,27.0,0.9916318011950421
33200,66.40000000002665,-43635.830076422826,6793.422445181202,-36842.40763124162,304.4758398666136,27.0,0.9916318011950421
33300,66.60000000002618,-43639.59165212168,6791.500010987446,-36848.09164113423,304.38967788118504,27.0,0.9916318011950421
33400,66.80000000002572,-43658.31631204142,6755.547108383308,-36902.76920365811,302.7782971221682,27.0,0.9916318011950421
33500,67.00000000002525,-43604.73267098917,6717.048763769528,-36887.683907219645,301.05283165842843,27.0,0.9916318011950421
33600,67.20000000002479,-43535.41905328287,6417.600309168988,-37117.81874411389,287.6317879287054,27.0,0.9916318011950421
33700,67.40000000002432,-43815.36767121805,6741.826566026518,-37073.541105191536,302.16335322736126,27.0,0.9916318011950421
33800,67.60000000002385,-43983.0216953422,6759.224516345545,-37223.797178996654,302.94311564874596,27.0,0.9916318011950421
33900,67.80000000002339,-43997.722581114904,6704.168295870712,-37293.554285244194,300.4755392387367,27.0,0.9916318011950421
34000,68.00000000002292,-43741.19220468058,6543.998755973879,-37197.1934487067,293.29686669560203,27.0,0.9916318011950421
34100,68.20000000002246,-43959.67240830912,6735.9992709080225,-37223.67313740109,301.902178452839,27.0,0.9916318011950421
34200,68.40000000002199,-43791.195067610875,6812.770623342005,-36978.42444426887,305.34300996282605,27.0,0.9916318011950421
34300,68.60000000002152,-43706.32489224924,6657.06197909452,-37049.26291315472,298.3642712469121,27.0,0.9916318011950421
34400,68.80000000002106,-43935.23843690409,6841.017141899898,-37094.22129500419,306.6089966625525,27.0,0.9916318011950421
34500,69.00000000002059,-43916.36782762064,6756.030191514738,-37160.337636105905,302.7999485273848,27.0,0.9916318011950421
34600,69.20000000002013,-44003.616937842504,6831.993520133058,-37171.623417709445,306.2045650467848,27.0,0.9916318011950421
34700,69.40000000001966,-43852.60921880259,6758.256579524027,-37094.35263927856,302.89973348326924,27.0,0.9916318011950421
34800,69.6000000000192,-43964.96965238108,6862.52748851475,-37102.442163866326,307.5730734447971,27.0,0.9916318011950421
34900,69.80000000001873,-43929.10779878153,6624.605678106785,-37304.50212067475,296.9096054165523,27.0,0.9916318011950421
35000,70.00000000001826,-43848.704804625646,6747.941715844827,-37100.76308878082,302.4374294226611,27.0,0.9916318011950421
35100,70.2000000000178,-43780.86009189142,6608.589505316086,-37172.27058657534,296.19177317496167,27.0,0.9916318011950421
35200,70.40000000001733,-43799.54657384409,6639.303514403654,-37160.243059440436,297.5683508555152,27.0,0.9916318011950421
35300,70.60000000001686,-43966.901540007726,6820.210805073791,-37146.69073493394,305.6764730441854,27.0,0.9916318011950421
35400,70.8000000000164,-43812.71923276438,6839.539937638496,-36973.17929512588,306.54278953179113,27.0,0.9916318011950421
35500,71.00000000001593,-43811.56362554087,6657.903080722025,-37153.66054481884,298.4019687589562,27.0,0.9916318011950421
35600,71.20000000001546,-43704.43108102335,6725.917829731844,-36978.51325129151,301.45033620484804,27.0,0.9916318011950421
35700,71.400000000015,-43846.51447793497,6710.764667239656,-37135.74981069531,300.771183404669,27.0,0.9916318011950421
35800,71.60000000001453,-43877.07545491709,6789.758936467057,-37087.31651845003,304.311644293381,27.0,0.9916318011950421
35900,71.80000000001407,-43915.23112031473,6914.060995149693,-37001.17012516504,309.88276459687256,27.0,0.9916318011950421
36000,72.0000000000136,-43858.2074501182,6912.584320583159,-36945.623129535044,309.8165812066178,27.0,0.9916318011950421
36100,72.20000000001313,-43857.257371153966,6741.381521992798,-37115.875849161166,302.14340670452424,27.0,0.9916318011950421
36200,72.40000000001267,-43897.40044900431,6848.419412155743,-37048.98103684856,306.9407605814394,27.0,0.9916318011950421
36300,72.6000000000122,-43739.91265031351,6527.280427003228,-37212.632223310284,292.54756436741894,27.0,0.9916318011950421
36400,72.80000000001174,-43955.620179381505,6636.720776694204,-37318.899402687304,297.4525945869207,27.0,0.9916318011950421
36500,73.00000000001127,-43898.54480859293,6576.033060947968,-37322.51174764497,294.7326189972195,27.0,0.9916318011950421
36600,73.2000000000108,-43750.24185678019,6446.383209160893,-37303.858647619294,288.9218148215639,27.0,0.9916318011950421
36700,73.40000000001034,-43848.98656388773,6470.89066867813,-37378.0958952096,290.0202198419672,27.0,0.9916318011950421
36800,73.60000000000987,-43820.42447206034,6431.838026583395,-37388.58644547695,288.26991120199165,27.0,0.9916318011950421
36900,73.8000000000094,-43930.41211053385,6555.109211153388,-37375.30289938046,293.79482854022143,27.0,0.9916318011950421
37000,74.00000000000894,-44214.031089034215,6811.694456434206,-37402.33663260001,305.2947770101821,27.0,0.9916318011950421
37100,74.20000000000847,-43940.49285336985,6655.5672957303295,-37284.925557639515,298.2972807165397,27.0,0.9916318011950421
37200,74.400000000008,-44016.39681741251,6627.252799478111,-37389.1440179344,297.02824731012913,27.0,0.9916318011950421
37300,74.60000000000754,-43976.57615586771,6522.065710193697,-37454.510445674016,292.3138448699107,27.0,0.9916318011950421
37400,74.80000000000707,-44289.51579591288,6678.815591388338,-37610.70020452454,299.3392510051621,27.0,0.9916318011950421
37500,75.00000000000661,-44321.68867894663,6579.84058052863,-37741.848098418,294.9032690239896,27.0,0.9916318011950421
37600,75.20000000000614,-44463.93115540995,6663.525701406577,-37800.40545400337,298.65397018665993,27.0,0.9916318011950421
37700,75.40000000000568,-44258.793715682164,6388.516482330982,-37870.27723335118,286.32827373177537,27.0,0.9916318011950421
37800,75.60000000000521,-44310.18000909342,6428.705271035971,-37881.47473805745,288.12950356738685,27.0,0.9916318011950421
37900,75.80000000000474,-44244.1232874061,6485.650019117166,-37758.47326828894,290.6817222963006,27.0,0.9916318011950421
38000,76.00000000000428,-44463.4037429954,6763.101082373297,-37700.3026606221,303.11686028285675,27.0,0.9916318011950421
38100,76.20000000000381,-44283.06960507883,6404.5890738379085,-37878.48053124092,287.04863461576184,27.0,0.9916318011950421
38200,76.40000000000335,-44281.79325315012,6528.505245427977,-37753.28800772214,292.60245976389524,27.0,0.9916318011950421
38300,76.60000000000288,-44283.209634032384,6616.1304547368245,-37667.07917929556,296.5297525847214,27.0,0.9916318011950421
38400,76.80000000000241,-43886.155350890294,6341.8736525132335,-37544.28169837706,284.2377788601384,27.0,0.9916318011950421
38500,77.00000000000195,-43963.479888167516,6476.591523089352,-37486.888365078164,290.2757276436417,27.0,0.9916318011950421
38600,77.20000000000148,-44096.041720595495,6565.74816420769,-37530.293556387805,294.2716580311959,27.0,0.9916318011950421
38700,77.40000000000101,-43794.72883030428,6519.003395173825,-37275.72543513046,292.1765943242343,27.0,0.9916318011950421
38800,77.60000000000055,-43946.52429124369,6771.695947999636,-37174.82834324405,303.5020753863244,27.0,0.9916318011950421
38900,77.80000000000008,-43928.58279725565,6710.230414704977,-37218.35238255067,300.7472386271272,27.0,0.9916318011950421
39000,77.99999999999962,-43721.53992387308,6638.144150244126,-37083.39577362896,297.51638906761934,27.0,0.9916318011950421
39100,78.19999999999915,-43758.116098609105,6579.801304403104,-37178.314794206,294.9015086989983,27.0,0.9916318011950421
39200,78.39999999999868,-43791.71073171152,6718.244249015921,-37073.4664826956,301.1064123649694,27.0,0.9916318011950421
39300,78.59999999999822,-43899.29157897486,6951.12005574989,-36948.17152322497,311.54372248547213,27.0,0.9916318011950421
39400,78.79999999999775,-43414.28424664988,6524.511066960897,-36889.77317968898,292.4234438329481,27.0,0.9916318011950421
39500,78.99999999999729,-43568.49562856211,6816.002004075308,-36752.4936244868,305.48783790053204,27.0,0.9916318011950421
39600,79.19999999999682,-43560.76642343058,6717.770379232363,-36842.99604419821,301.0851738947431,27.0,0.9916318011950421
39700,79.39999999999635,-43558.59185954584,6822.571546494715,-36736.02031305113,305.7822796140909,27.0,0.9916318011950421
39800,79.59999999999589,-43421.698010649816,6844.671388294528,-36577.02662235529,306.7727771059244,27.0,0.9916318011950421
39900,79.79999999999542,-43533.39654275431,6903.540063183631,-36629.85647957068,309.41122471805664,27.0,0.9916318011950421
40000,79.99999999999496,-43683.12870713724,6954.421199665808,-36728.70750747144,311.6916771540402,27.0,0.9916318011950421
40100,80.19999999999449,-43399.73118134989,6763.0912359385975,-36636.63994541129,303.1164189734138,27.0,0.9916318011950421
40200,80.39999999999402,-43457.72844621195,6917.565040164125,-36540.163406047825,310.03981313276284,27.0,0.9916318011950421
40300,80.59999999999356,-43519.551654067174,6970.693920672848,-36548.857733394325,312.42100768449296,27.0,0.9916318011950421
40400,80.79999999999309,-43400.79473611368,6576.627811307005,-36824.166924806676,294.75927523956864,27.0,0.9916318011950421
40500,80.99999999999262,-43538.60431214823,6662.521013120868,-36876.08329902736,298.6089408495233,27.0,0.9916318011950421
40600,81.19999999999216,-43783.72230168833,6821.897989542034,-36961.824312146295,305.75209132232476,27.0,0.9916318011950421
40700,81.39999999999169,-43557.8332893516,6570.45612678753,-36987.377162564066,294.48266520351945,27.0,0.9916318011950421
40800,81.59999999999123,-43583.88572427286,6822.108219475931,-36761.77750479693,305.7615136622727,27.0,0.9916318011950421
40900,81.79999999999076,-43705.2135212089,6829.733377316203,-36875.480143892695,306.1032672270284,27.0,0.9916318011950421
41000,81.9999999999903,-43428.22644826426,6699.703555205512,-36728.52289305875,300.27543308093584,27.0,0.9916318011950421
41100,82.19999999998983,-43754.355579581395,6761.897231299711,-36992.45834828168,303.0629046265344,27.0,0.9916318011950421
41200,82.39999999998936,-43946.26819154276,6873.30574184732,-37072.96244969544,308.0561462644563,27.0,0.9916318011950421
41300,82.5999999999889,-43864.31925698771,6578.74116242938,-37285.578094558325,294.85399397126986,27.0,0.9916318011950421
41400,82.79999999998843,-43877.4541046287,6590.684667010505,-37286.76943761819,295.38929243351527,27.0,0.9916318011950421
41500,82.99999999998796,-43937.720228400365,6600.072993229531,-37337.647235170836,295.810069815394,27.0,0.9916318011950421
41600,83.1999999999875,-43997.912389960424,6675.094777373892,-37322.81761258653,299.1724870535342,27.0,0.9916318011950421
41700,83.39999999998703,-44120.65958043589,6836.575688670991,-37284.083891764894,306.4099342292926,27.0,0.9916318011950421
41800,83.59999999998657,-43923.28944894327,6490.404040068746,-37432.88540887453,290.89479376854547,27.0,0.9916318011950421
41900,83.7999999999861,-43946.67585774912,6592.618174901298,-37354.05768284782,295.4759507333175,27.0,0.9916318011950421
42000,83.99999999998563,-44018.17097779764,6436.97096502443,-37581.20001277321,288.49996545747615,27.0,0.9916318011950421
42100,84.19999999998517,-44044.0523845817,6663.533853094497,-37380.51853148721,298.65433553888795,27.0,0.9916318011950421
42200,84.3999999999847,-44020.50792047037,6807.840883586057,-37212.66703688432,305.1220629122594,27.0,0.9916318011950421
42300,84.59999999998423,-43827.07046815409,6432.882691554534,-37394.18777659955,288.31673226266224,27.0,0.9916318011950421
42400,84.79999999998377,-44256.94876309885,6897.651175954903,-37359.29758714395,309.14728943369664,27.0,0.9916318011950421
42500,84.9999999999833,-43913.865380492345,6595.235972291233,-37318.629408201115,295.5932783491596,27.0,0.9916318011950421
42600,85.19999999998284,-44036.775768485204,6680.529381872811,-37356.246386612394,299.41606174397987,27.0,0.9916318011950421
42700,85.39999999998237,-44210.8023845817,6904.728783892439,-37306.07360068926,309.46450224335445,27.0,0.9916318011950421
42800,85.5999999999819,-43919.83519193186,6596.619012908334,-37323.216179023526,295.6552651395969,27.0,0.9916318011950421
42900,85.79999999998144,-43950.924846854345,6648.313472084793,-37302.61137476955,297.9721700577309,27.0,0.9916318011950421
43000,85.99999999998097,-43940.39549371256,6764.813251711402,-37175.58224200116,303.1935983631719,27.0,0.9916318011950421
43100,86.1999999999805,-43714.61452504648,6596.025157173026,-37118.58936787346,295.6286489935782,27.0,0.9916318011950421
43200,86.39999999998004,-43651.32219096674,6532.267509548109,-37119.05468141863,292.77108147659175,27.0,0.9916318011950421
43300,86.59999999997957,-43941.76147481455,6638.6323508735,-37303.12912394105,297.5382698350604,27.0,0.9916318011950421
43400,86.79999999997911,-43931.692956652776,6649.530131777145,-37282.16282487563,298.0266997862514,27.0,0.9916318011950421
43500,86.99999999997864,-44071.02035733713,6610.981324207479,-37460.03903312965,296.2989726126004,27.0,0.9916318011950421
43600,87.19999999997817,-44119.967795577184,6676.7151377535965,-37443.252657823585,299.2451103286917,27.0,0.9916318011950421
43700,87.39999999997771,-43990.52631589426,6520.934856058708,-37469.59145983555,292.26316087884504,27.0,0.9916318011950421
43800,87.59999999997724,-43855.26818772806,6553.068314098332,-37302.19987362973,293.7033571427139,27.0,0.9916318011950421
43900,87.79999999997678,-43968.34312459482,6610.853553851339,-37357.489570743484,296.2932460459383,27.0,0.9916318011950421
44000,87.99999999997631,-44132.642461028234,6866.7259887714645,-37265.916472256766,307.76124691732275,27.0,0.9916318011950421
44100,88.19999999997584,-44036.46744081034,6717.587589827079,-37318.879850983256,301.0769814176608,27.0,0.9916318011950421
44200,88.39999999997538,-43955.41655465616,6581.504785806117,-37373.91176885005,294.97785739291,27.0,0.9916318011950421
44300,88.59999999997491,-43887.981732573644,6518.115174189327,-37369.86655838432,292.1367849597462,27.0,0.9916318011950421
44400,88.79999999997445,-44046.77199098124,6835.394211701152,-37211.37777928008,306.3569813626665,27.0,0.9916318011950421
44500,88.99999999997398,-43911.917641844884,6645.983537250551,-37265.93410459433,297.8677442147608,27.0,0.9916318011950421
44600,89.19999999997351,-43830.25477334513,6567.715998461383,-37262.538774883746,294.3598548115295,27.0,0.9916318011950421
44700,89.39999999997305,-43938.119330611364,6711.837681137061,-37226.2816494743,300.81927504187206,27.0,0.9916318011950421
44800,89.59999999997258,-43869.01173039927,6646.075924652441,-37222.93580574683,297.8718849452999,27.0,0.9916318011950421
44900,89.79999999997212,-43803.54420110239,6650.796396621516,-37152.747804480874,298.0834527785899,27.0,0.9916318011950421
45000,89.99999999997165,-43682.79807588114,6630.245839799846,-37052.55223608129,297.1623930184328,27.0,0.9916318011950421
45100,90.19999999997118,-43742.366546836034,6765.982924263786,-36976.38362257225,303.2460221651112,27.0,0.9916318011950421
45200,90.39999999997072,-43530.48413583292,6560.604314112238,-36969.879821720686,294.0411147239602,27.0,0.9916318011950421
45300,90.59999999997025,-43566.76373216166,6580.888894683402,-36985.87483747825,294.95025363819457,27.0,0.9916318011950421
45400,90.79999999996978,-43855.56764527811,6843.665427432832,-37011.90221784528,306.727690732935,27.0,0.9916318011950421
45500,90.99999999996932,-43841.216813769475,6653.257987730539,-37187.958826038936,298.19377935203295,27.0,0.9916318011950421
45600,91.19999999996885,-43594.269608702794,6554.425153945371,-37039.844454757425,293.76416963528675,27.0,0.9916318011950421
45700,91.39999999996839,-43536.921059813634,6554.925740897804,-36981.99531891583,293.7866055479653,27.0,0.9916318011950421
45800,91.59999999996792,-43701.369551863805,6782.219903852448,-36919.14964801136,303.97375079336126,27.0,0.9916318011950421
45900,91.79999999996745,-43510.09873410715,6632.613859310461,-36877.48487479669,297.26852578658213,27.0,0.9916318011950421
46000,91.99999999996699,-43787.287138190404,6856.469924975188,-36930.81721321522,307.30157822112506,27.0,0.9916318011950421
46100,92.19999999996652,-43687.07725736155,6722.344991269652,-36964.732266091894,301.2902044008477,27.0,0.9916318011950421
46200,92.39999999996606,-43783.29888602747,6879.222451937533,-36904.07643408994,308.3213285475399,27.0,0.9916318011950421
46300,92.59999999996559,-43565.3826076652,6772.246220412902,-36793.13638725229,303.5267381621987,27.0,0.9916318011950421
46400,92.79999999996512,-43551.16411515726,6653.630684292699,-36897.53343086456,298.21048331821413,27.0,0.9916318011950421
46500,92.99999999996466,-43705.109866824285,6865.223478102967,-36839.886388721316,307.6939055733403,27.0,0.9916318011950421
46600,93.19999999996419,-43616.96812650217,6754.32799330307,-36862.6401331991,302.7236573450979,27.0,0.9916318011950421
46700,93.39999999996373,-43545.63239785685,6738.760464184519,-36806.87193367233,302.02593295930166,27.0,0.9916318011950421
46800,93.59999999996326,-43565.09689542307,6842.081262974926,-36723.01563244814,306.65668973046536,27.0,0.9916318011950421
46900,93.7999999999628,-43569.66657754435,6891.189590053962,-36678.47698749039,308.85768624621124,27.0,0.9916318011950421
47000,93.99999999996233,-43728.35583898081,6918.537283078268,-36809.818555902544,310.0833882939172,27.0,0.9916318011950421
47100,94.19999999996186,-43698.978911605016,6770.10888839559,-36928.87002320943,303.43094462568655,27.0,0.9916318011950421
47200,94.3999999999614,-43790.86075707926,6741.782412688228,-37049.07834439103,302.16137430953785,27.0,0.9916318011950421
47300,94.59999999996093,-43760.774736609594,6778.649550411969,-36982.12518619763,303.8137303660755,27.0,0.9916318011950421
47400,94.79999999996046,-43631.7090375091,6763.484818496497,-36868.224219012605,303.1340590334631,27.0,0.9916318011950421
47500,94.99999999996,-43649.22520467295,6888.43859791727,-36760.786606755675,308.7343889467948,27.0,0.9916318011950421
