#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
23300,46.600000000010986,-44016.875159468786,6813.660130008911,-37203.215029459876,305.3828769505865,27.0,0.9916318011950421
23400,46.80000000001123,-43867.549643721715,6621.177435198075,-37246.37220852364,296.7559542712984,27.0,0.9916318011950421
23500,47.000000000011475,-43916.63522931589,6647.094936243875,-37269.540293072016,297.91755624171043,27.0,0.9916318011950421
23600,47.20000000001172,-43881.286420073644,6534.075231612623,-37347.21118846102,292.8521021547963,27.0,0.9916318011950421
23700,47.400000000011964,-43942.606562819616,6561.487583805592,-37381.11897901402,294.0807021754816,27.0,0.9916318011950421
23800,47.60000000001221,-44062.25621911539,6464.280383000048,-37597.97583611534,289.72395204766565,27.0,0.9916318011950421
23900,47.80000000001245,-44155.979249205724,6511.004950342409,-37644.974298863315,291.81811033073564,27.0,0.9916318011950421
24000,48.0000000000127,-44086.018284526006,6498.812384484679,-37587.20590004133,291.27164913836646,27.0,0.9916318011950421
24100,48.20000000001294,-44267.66903802408,6656.621387503782,-37611.047650520304,298.3445242790604,27.0,0.9916318011950421
24200,48.400000000013186,-44299.17673036112,6664.873878511522,-37634.3028518496,298.7143944219595,27.0,0.9916318011950421
24300,48.60000000001343,-44338.566711630956,6682.623443848613,-37655.94326778234,299.5099159513341,27.0,0.9916318011950421
24400,48.800000000013675,-44139.9480464126,6528.202944889277,-37611.745101523324,292.58891089200404,27.0,0.9916318011950421
24500,49.00000000001392,-44136.216832366124,6606.154812716321,-37530.062019649806,296.0826521715039,27.0,0.9916318011950421
24600,49.200000000014164,-44204.301088538305,6965.674445343337,-37238.62664319497,312.1960387562428,27.0,0.9916318011950421
24700,49.40000000001441,-44031.76097699656,6695.8807199042085,-37335.88025709235,300.10409661563745,27.0,0.9916318011950421
24800,49.60000000001465,-43840.86746570124,6603.316075639103,-37237.55139006214,295.95542221300786,27.0,0.9916318011950421
24900,49.8000000000149,-44013.87827989115,6722.741246704757,-37291.137033186395,301.30796425714675,27.0,0.9916318011950421
25000,50.00000000001514,-43876.24098226084,6702.516595318414,-37173.72438694243,300.40151132174384,27.0,0.9916318011950421
25100,50.200000000015386,-43830.31599160685,6571.6150640161795,-37258.70092759067,294.53460785670984,27.0,0.9916318011950421
25200,50.40000000001563,-43994.950633254186,6851.268370168446,-37143.68226308574,307.06844863420844,27.0,0.9916318011950421
25300,50.600000000015875,-43927.06489869608,6670.410667539407,-37256.65423115667,298.9625489424583,27.0,0.9916318011950421
25400,50.80000000001612,-43845.467862334386,6673.683348312892,-37171.78451402149,299.10922791541526,27.0,0.9916318011950421
25500,51.000000000016364,-43725.32641908182,6614.741166843573,-37110.58525223825,296.4674857962907,27.0,0.9916318011950421
25600,51.20000000001661,-43825.68908044352,6837.272982600066,-36988.41609784345,306.4411863936328,27.0,0.9916318011950421
25700,51.40000000001685,-43801.47354623331,6828.259613851557,-36973.213932381754,306.03721431006596,27.0,0.9916318011950421
25800,51.6000000000171,-43715.120055403844,6654.866298799299,-37060.25375660454,298.26586258657034,27.0,0.9916318011950421
25900,51.80000000001734,-43790.24343511118,6785.506510755967,-37004.73692435522,304.12105392449075,27.0,0.9916318011950421
26000,52.000000000017586,-43967.34493419184,6779.978773866313,-37187.366160325524,303.87330511369316,27.0,0.9916318011950421
26100,52.20000000001783,-43868.600075926915,6763.741674958358,-37104.85840096856,303.14557113764647,27.0,0.9916318011950421
26200,52.400000000018075,-43698.35087510599,6558.159778803952,-37140.19109630204,293.931552578064,27.0,0.9916318011950421
26300,52.60000000001832,-43739.82277795328,6765.352234514676,-36974.470543438605,303.2177551476241,27.0,0.9916318011950421
26400,52.800000000018564,-43858.83844872965,6809.764809937132,-37049.07363879252,305.20829177500303,27.0,0.9916318011950421
26500,53.00000000001881,-43832.95967217936,6762.485310231697,-37070.47436194766,303.0892618607811,27.0,0.9916318011950421
26600,53.20000000001905,-43733.557811942235,6735.933043772349,-36997.62476816989,301.899210204814,27.0,0.9916318011950421
26700,53.4000000000193,-43790.82264634623,6832.256006237213,-36958.56664010901,306.21632946709883,27.0,0.9916318011950421
26800,53.60000000001954,-43978.232526030675,6930.12389996809,-37048.10862606259,310.60269133111365,27.0,0.9916318011950421
26900,53.800000000019786,-43640.25278684153,6864.285838463396,-36775.96694837813,307.65188130368034,27.0,0.9916318011950421
27000,54.00000000002003,-43890.959700789586,6868.855734341717,-37022.10396644787,307.8567004352568,27.0,0.9916318011950421
27100,54.200000000020275,-43761.24091979517,6814.207255829996,-36947.03366396517,305.40739869867906,27.0,0.9916318011950421
27200,54.40000000002052,-43502.658850875036,6674.1938502102275,-36828.46500066481,299.13210820811,27.0,0.9916318011950421
27300,54.60000000002076,-43933.628272261754,7097.616183102985,-36836.01208915877,318.10956345487625,27.0,0.9916318011950421
27400,54.80000000002101,-43673.67715951456,6714.840950721083,-36958.83620879348,300.9538792176494,27.0,0.9916318011950421
27500,55.00000000002125,-43596.47238656534,6528.901506063306,-37067.57088050204,292.6202198532643,27.0,0.9916318011950421
27600,55.2000000000215,-43718.74170705332,6615.927215771387,-37102.81449128193,296.52064357447,27.0,0.9916318011950421
27700,55.40000000002174,-43776.58219834818,6731.375517018181,-37045.20668133,301.6949454476334,27.0,0.9916318011950421
27800,55.600000000021986,-43666.75558492197,6594.66626191854,-37072.089323003434,295.56774437926356,27.0,0.9916318011950421
27900,55.80000000002223,-43844.27335855021,6675.089435247994,-37169.18392330221,299.1722476236618,27.0,0.9916318011950421
28000,56.000000000022474,-43793.436879363195,6685.117911864218,-37108.31896749898,299.62171604181873,27.0,0.9916318011950421
28100,56.20000000002272,-44005.393769469396,6703.924060285323,-37301.46970918407,300.4645927922899,27.0,0.9916318011950421
28200,56.40000000002296,-43949.33871003641,6688.651000172377,-37260.68770986403,299.7800662752438,27.0,0.9916318011950421
28300,56.60000000002321,-43931.276840415136,6720.488421846229,-37210.7884185689,301.20699442251515,27.0,0.9916318011950421
28400,56.80000000002345,-43975.54719468607,6741.871053998155,-37233.676140687916,302.16534714318755,27.0,0.9916318011950421
28500,57.0000000000237,-43904.27774545206,6733.1688180553065,-37171.10892739675,301.7753197867561,27.0,0.9916318011950421
28600,57.20000000002394,-43908.844998564855,6723.508216682649,-37185.33678188221,301.3423392470808,27.0,0.9916318011950421
28700,57.400000000024185,-43978.52311631693,6810.4382706239085,-37168.084845693025,305.23847575220714,27.0,0.9916318011950421
28800,57.60000000002443,-44009.6245500709,6871.605272246052,-37138.019277824846,307.97993255712515,27.0,0.9916318011950421
28900,57.800000000024674,-43587.22434350504,6563.018763326726,-37024.20558017831,294.1493284348444,27.0,0.9916318011950421
29000,58.00000000002492,-43873.29662152781,6821.313552698341,-37051.98306882947,305.72589732360495,27.0,0.9916318011950421
29100,58.20000000002516,-43932.99007722391,6879.324576889355,-37053.66550033456,308.32590570739245,27.0,0.9916318011950421
29200,58.40000000002541,-43711.147719588414,6707.503174313395,-37003.64454527502,300.62500586220705,27.0,0.9916318011950421
29300,58.60000000002565,-43784.68268891825,6793.175048191881,-36991.50764072637,304.4647517285342,27.0,0.9916318011950421
29400,58.800000000025896,-43816.52216168894,6674.401637869882,-37142.12052381906,299.1414210872512,27.0,0.9916318011950421
29500,59.00000000002614,-43863.86210652842,6674.940496017552,-37188.921610510864,299.16557228473744,27.0,0.9916318011950421
29600,59.200000000026385,-43962.29431506647,6679.521829887331,-37282.77248517914,299.37090405807646,27.0,0.9916318011950421
29700,59.40000000002663,-44052.85031148447,6620.264696825889,-37432.58561465859,296.71504605681696,27.0,0.9916318011950421
29800,59.600000000026874,-44013.784507002965,6513.699938543152,-37500.08456845982,291.93889757788145,27.0,0.9916318011950421
29900,59.80000000002712,-44159.48851415171,6660.627369604528,-37498.861144547176,298.5240692395656,27.0,0.9916318011950421
30000,60.00000000002736,-43958.372713294164,6897.729284130551,-37060.64342916361,309.15079018056946,27.0,0.9916318011950421
30100,60.20000000002761,-43979.7731210853,7034.056989330734,-36945.71613175457,315.2608904831581,27.0,0.9916318011950421
30200,60.40000000002785,-43829.549380507604,6729.865133549883,-37099.684246957724,301.6272512509687,27.0,0.9916318011950421
30300,60.600000000028096,-43894.597148146764,6817.649508301981,-37076.94763984478,305.5616777415176,27.0,0.9916318011950421
30400,60.80000000002834,-43748.90626832499,6614.590436309008,-37134.31583201598,296.46073017252735,27.0,0.9916318011950421
30500,61.000000000028585,-43819.841162886754,6796.718782743741,-37023.12238014302,304.6235791182113,27.0,0.9916318011950421
30600,61.20000000002883,-43980.00835725321,6976.28720436994,-37003.72115288327,312.67169425154026,27.0,0.9916318011950421
30700,61.400000000029074,-43771.919360366,6630.822253656555,-37141.09710670945,297.18822743319924,27.0,0.9916318011950421
30800,61.60000000002932,-43663.17962476267,6634.384994130959,-37028.79463063171,297.3479066533455,27.0,0.9916318011950421
30900,61.80000000002956,-43795.85622617258,6990.461222453258,-36805.39500371932,313.3069625710107,27.0,0.9916318011950421
31000,62.00000000002981,-43694.00923081888,6815.021824653408,-36878.98740616548,305.4439070313551,27.0,0.9916318011950421
31100,62.20000000003005,-43594.35079309,6657.049054321505,-36937.301738768496,298.363691968772,27.0,0.9916318011950421
31200,62.400000000030296,-43793.821337905065,6592.836265263641,-37200.98507264142,295.4857253714733,27.0,0.9916318011950421
31300,62.60000000003054,-43714.175717558996,6531.585114623409,-37182.59060293558,292.74049707388525,27.0,0.9916318011950421
31400,62.800000000030785,-44013.82712289347,6907.592209384634,-37106.23491350884,309.59283871715195,27.0,0.9916318011950421
31500,63.00000000003103,-43811.34507771982,6792.98019333068,-37018.36488438914,304.45601848722686,27.0,0.9916318011950421
31600,63.200000000031274,-43923.41749116434,6782.102618337942,-37141.3148728264,303.9684941490378,27.0,0.9916318011950421
31700,63.40000000003152,-43636.47486230387,6587.926691578601,-37048.54817072527,295.26568214831116,27.0,0.9916318011950421
31800,63.60000000003176,-43935.82259675516,6812.381824108958,-37123.4407726462,305.3255842876267,27.0,0.9916318011950421
31900,63.80000000003201,-43926.71279641642,6770.342732129766,-37156.37006428665,303.44142531755216,27.0,0.9916318011950421
32000,64.00000000003224,-43947.3905574943,6777.805631126647,-37169.58492636765,303.7759065688288,27.0,0.9916318011950421
32100,64.20000000003178,-43861.60487863077,6726.528195650893,-37135.07668297988,301.47769232428976,27.0,0.9916318011950421
32200,64.40000000003131,-43889.45836564554,6697.730124274742,-37191.7282413708,300.1869854619465,27.0,0.9916318011950421
32300,64.60000000003085,-44054.568213668004,6686.544796003345,-37368.02341766466,299.68566786435866,27.0,0.9916318011950421
32400,64.80000000003038,-43851.51053830637,6407.552717221271,-37443.9578210851,287.1814627764564,27.0,0.9916318011950421
32500,65.00000000002991,-43794.662628379,6366.9103825365855,-37427.75224584242,285.35990536748983,27.0,0.9916318011950421
32600,65.20000000002945,-43913.553174224035,6576.7858815069185,-37336.767292717115,294.7663598213483,27.0,0.9916318011950421
32700,65.40000000002898,-43971.30351850046,6732.867606758911,-37238.43591174155,301.7618197338465,27.0,0.9916318011950421
32800,65.60000000002852,-43869.14873239054,6539.571551079776,-37329.577181310764,293.09844286147853,27.0,0.9916318011950421
32900,65.80000000002805,-43874.72284719004,6699.043752505749,-37175.67909468429,300.2458612439453,27.0,0.9916318011950421
33000,66.00000000002758,-43805.699446883336,6583.524037944345,-37222.175408938994,295.06835868230434,27.0,0.9916318011950421
33100,66.20000000002712,-43935.57630750193,6831.706911846401,-37103.86939565553,306.1917194892625,27.0,0.9916318011950421
33200,66.40000000002665,-43932.2889539863,6623.441095453316,-37308.84785853299,296.8574097398709,27.0,0.9916318011950421
33300,66.60000000002618,-44012.792118277684,6790.539868561468,-37222.25224971621,304.3466450543735,27.0,0.9916318011950421
33400,66.80000000002572,-44015.962535109655,6729.97364206238,-37285.98889304727,301.6321145169796,27.0,0.9916318011950421
33500,67.00000000002525,-44012.77116700663,6783.481467811562,-37229.28969919507,304.0302930957274,27.0,0.9916318011950421
33600,67.20000000002479,-44186.77070733561,6885.703765846237,-37301.06694148937,308.61181592878495,27.0,0.9916318011950421
33700,67.40000000002432,-44028.528521742955,6702.47288567379,-37326.05563606916,300.3995522899209,27.0,0.9916318011950421
33800,67.60000000002385,-43960.58079549326,6619.127494160862,-37341.453301332396,296.6640775296384,27.0,0.9916318011950421
33900,67.80000000002339,-43850.65294667734,6570.869486229294,-37279.783460448045,294.5011916479167,27.0,0.9916318011950421
34000,68.00000000002292,-43928.244664397374,6557.087275614031,-37371.157388783344,293.88348383036777,27.0,0.9916318011950421
34100,68.20000000002246,-44152.370948043004,6714.906905744633,-37437.46404229837,300.95683526982356,27.0,0.9916318011950421
34200,68.40000000002199,-43942.0041467811,6530.859701696793,-37411.14444508431,292.7079846382369,27.0,0.9916318011950421
34300,68.60000000002152,-43943.44598695292,6460.749615672624,-37482.69637128029,289.5657058387679,27.0,0.9916318011950421
34400,68.80000000002106,-44179.128411498205,6691.292662038553,-37487.83574945965,299.8984634781026,27.0,0.9916318011950421
34500,69.00000000002059,-44020.069104399816,6667.727816560867,-37352.34128783895,298.84230567604584,27.0,0.9916318011950421
34600,69.20000000002013,-44039.16094800486,6745.064103845491,-37294.096844159365,302.3084571207944,27.0,0.9916318011950421
34700,69.40000000001966,-44115.139425482885,6671.836599131297,-37443.30282635159,299.02645807258176,27.0,0.9916318011950421
34800,69.6000000000192,-44270.19069215311,6735.542895668777,-37534.647796484336,301.88172407430085,27.0,0.9916318011950421
34900,69.80000000001873,-44219.50538751139,6770.401524874931,-37449.10386263646,303.44406036205385,27.0,0.9916318011950421
35000,70.00000000001826,-43918.02771111979,6531.116281245701,-37386.91142987408,292.7194843313999,27.0,0.9916318011950421
35100,70.2000000000178,-43966.215577330724,6625.664987649826,-37340.5505896809,296.9570828353937,27.0,0.9916318011950421
35200,70.40000000001733,-44154.3131305839,6767.935802427413,-37386.377328156486,303.3335486252755,27.0,0.9916318011950421
35300,70.60000000001686,-44043.96418687357,6633.187502598476,-37410.77668427509,297.29423602664326,27.0,0.9916318011950421
35400,70.8000000000164,-44258.87513848795,6828.313427772454,-37430.5617107155,306.03962620758796,27.0,0.9916318011950421
35500,71.00000000001593,-43929.11759301676,6515.8563022658755,-37413.26129075088,292.03554410043057,27.0,0.9916318011950421
35600,71.20000000001546,-44093.32469769968,6714.596717305959,-37378.72798039372,300.94293286847216,27.0,0.9916318011950421
35700,71.400000000015,-43988.76668187632,6579.086547519952,-37409.680134356364,294.86947385881956,27.0,0.9916318011950421
35800,71.60000000001453,-44090.00404855265,6818.229890386367,-37271.774158166285,305.587690009121,27.0,0.9916318011950421
35900,71.80000000001407,-44060.53370305552,6728.936095902219,-37331.5976071533,301.5856125158064,27.0,0.9916318011950421
36000,72.0000000000136,-43966.52344724192,6715.419864735017,-37251.1035825069,300.9798256874922,27.0,0.9916318011950421
36100,72.20000000001313,-44245.99312802805,6981.303723282448,-37264.6894047456,312.89653067551035,27.0,0.9916318011950421
36200,72.40000000001267,-44192.30166455759,6749.692581320906,-37442.60908323668,302.51590183338254,27.0,0.9916318011950421
36300,72.6000000000122,-44125.42377492441,6666.151972821169,-37459.27180210324,298.7716776016084,27.0,0.9916318011950421
36400,72.80000000001174,-44006.55221673502,6574.542517838122,-37432.0096988969,294.66581402978375,27.0,0.9916318011950421
36500,73.00000000001127,-44167.255691733495,6675.753996820805,-37491.50169491269,299.2020327495917,27.0,0.9916318011950421
36600,73.2000000000108,-44101.37097283854,6568.72688056601,-37532.64409227253,294.40516175074845,27.0,0.9916318011950421
36700,73.40000000001034,-44005.588118758336,6508.603637550175,-37496.98448120816,291.7104853839437,27.0,0.9916318011950421
36800,73.60000000000987,-44114.43290730967,6617.100597888271,-37497.3323094214,296.57323363616655,27.0,0.9916318011950421
36900,73.8000000000094,-43819.315332617894,6439.384625054966,-37379.930707562926,288.6081437977575,27.0,0.9916318011950421
37000,74.00000000000894,-44013.397724356786,6669.595663949081,-37343.8020604077,298.92602112387186,27.0,0.9916318011950421
37100,74.20000000000847,-44385.20288964762,6930.933425618575,-37454.26946402904,310.6389736327538,27.0,0.9916318011950421
37200,74.400000000008,-44075.093597617284,6567.787735288011,-37507.305862329275,294.3630699995608,27.0,0.9916318011950421
37300,74.60000000000754,-44119.127030577794,6643.912792841295,-37475.2142377365,297.7749350823618,27.0,0.9916318011950421
37400,74.80000000000707,-44152.66512915148,6599.302781363348,-37553.362347788134,295.77554952658176,27.0,0.9916318011950421
37500,75.00000000000661,-44252.605856623784,6710.096562599771,-37542.509294024014,300.74123948126527,27.0,0.9916318011950421
37600,75.20000000000614,-43986.7102758552,6523.383617848145,-37463.326658007056,292.37291245229545,27.0,0.9916318011950421
37700,75.40000000000568,-44294.722996916906,6777.829778130982,-37516.893218785925,303.776988818532,27.0,0.9916318011950421
37800,75.60000000000521,-44307.72567578806,6862.297611135198,-37445.428064652864,307.5627705218198,27.0,0.9916318011950421
37900,75.80000000000474,-44083.45380898966,6611.496016659225,-37471.95779233043,296.3220407226411,27.0,0.9916318011950421
38000,76.00000000000428,-44328.71020242228,6955.452125792985,-37373.258076629296,311.73788245055243,27.0,0.9916318011950421
38100,76.20000000000381,-44140.389856543676,6739.214138295859,-37401.17571824782,302.0462662754159,27.0,0.9916318011950421
38200,76.40000000000335,-44149.20567819132,6716.55390676671,-37432.65177142461,301.0306525575757,27.0,0.9916318011950421
38300,76.60000000000288,-44018.52904340281,6673.889325388947,-37344.63971801386,299.11845964562656,27.0,0.9916318011950421
38400,76.80000000000241,-44282.66910573496,6697.293839602743,-37585.375266132214,300.1674315267983,27.0,0.9916318011950421
38500,77.00000000000195,-44250.02187272562,6714.272760636447,-37535.74911208917,300.9284133858659,27.0,0.9916318011950421
38600,77.20000000000148,-44199.37578603281,6691.965023911204,-37507.41076212161,299.92859820732366,27.0,0.9916318011950421
38700,77.40000000000101,-43861.0939609672,6571.946685894795,-37289.147275072406,294.549470887947,27.0,0.9916318011950421
38800,77.60000000000055,-43887.76124688639,6616.697667532525,-37271.06357935386,296.5551746151851,27.0,0.9916318011950421
38900,77.80000000000008,-44018.34183999552,6669.697257582859,-37348.64458241266,298.93057447046834,27.0,0.9916318011950421
39000,77.99999999999962,-44055.196616377965,6867.465246264337,-37187.73137011363,307.7943798555194,27.0,0.9916318011950421
39100,78.19999999999915,-43789.362583365575,6654.512397652873,-37134.850185712705,298.25000101610897,27.0,0.9916318011950421
39200,78.39999999999868,-44018.4651252891,6876.9802777582645,-37141.48484753083,308.2208360679586,27.0,0.9916318011950421
39300,78.59999999999822,-43798.598626341955,6656.353169295596,-37142.24545704636,298.33250295036135,27.0,0.9916318011950421
39400,78.79999999999775,-43731.422434058324,6681.018635203162,-37050.403798855164,299.43798969264907,27.0,0.9916318011950421
39500,78.99999999999729,-43796.70604440226,6706.620358292013,-37090.085686110244,300.58543874390597,27.0,0.9916318011950421
39600,79.19999999999682,-43797.22750779642,6583.12306030969,-37214.10444748673,295.05038718074314,27.0,0.9916318011950421
39700,79.39999999999635,-43911.38494798197,6569.757591749525,-37341.62735623244,294.4513574136552,27.0,0.9916318011950421
39800,79.59999999999589,-44025.31475087656,6618.653650744332,-37406.66110013223,296.6428402411616,27.0,0.9916318011950421
39900,79.79999999999542,-43910.339263167516,6421.310843708101,-37489.02841945941,287.79809116235043,27.0,0.9916318011950421
40000,79.99999999999496,-44236.487227645055,6757.0485055885365,-37479.43872205652,302.8455885616046,27.0,0.9916318011950421
40100,80.19999999999449,-44267.57794019236,6745.8398748724985,-37521.738065319856,302.34322656681337,27.0,0.9916318011950421
40200,80.39999999999402,-44156.21861859812,6807.221210899626,-37348.997407698494,305.09428967083863,27.0,0.9916318011950421
40300,80.59999999999356,-44054.08537694468,6619.222546438227,-37434.86283050645,296.66833769779606,27.0,0.9916318011950421
40400,80.79999999999309,-44075.578370299474,6720.013496457691,-37355.56487384178,301.18570864090566,27.0,0.9916318011950421
40500,80.99999999999262,-44101.009151663915,6680.24828299219,-37420.76086867173,299.403463113694,27.0,0.9916318011950421
40600,81.19999999999216,-44045.14403268351,6749.37595517971,-37295.768077503795,302.50171089927795,27.0,0.9916318011950421
40700,81.39999999999169,-44067.861571517125,6747.936188017131,-37319.9253835,302.4371816697804,27.0,0.9916318011950421
40800,81.59999999999123,-43997.26747056498,6836.327265951906,-37160.94020461307,306.3988001188136,27.0,0.9916318011950421
40900,81.79999999999076,-44113.15988656534,6860.5736383875965,-37252.586248177744,307.4855034219936,27.0,0.9916318011950421
41000,81.9999999999903,-44114.03503438486,6797.798592511303,-37316.23644187356,304.67197534095874,27.0,0.9916318011950421
41100,82.19999999998983,-44242.44243451609,6910.798650748458,-37331.64378376763,309.7365488919734,27.0,0.9916318011950421
41200,82.39999999998936,-44234.86370870127,6941.1419992954925,-37293.72170940578,311.0965138592304,27.0,0.9916318011950421
41300,82.5999999999889,-43959.21203061594,6696.141034353398,-37263.07099626254,300.1157637040875,27.0,0.9916318011950421
41400,82.79999999998843,-43851.460372176305,6804.635764268646,-37046.824607907656,304.9784119905162,27.0,0.9916318011950421
41500,82.99999999998796,-44116.95112058176,7008.727981422009,-37108.22313915975,314.12566431133837,27.0,0.9916318011950421
41600,83.1999999999875,-43907.0985614921,6856.76043991462,-37050.33812157748,307.3145988717457,27.0,0.9916318011950421
41700,83.39999999998703,-43818.28709908976,6855.0999557365,-36963.18714335326,307.2401772795662,27.0,0.9916318011950421
41800,83.59999999998657,-43973.74310990824,6625.254230158773,-37348.488879749464,296.93867300837655,27.0,0.9916318011950421
41900,83.7999999999861,-44084.07792779459,6594.072389936253,-37490.005537858335,295.54112750506806,27.0,0.9916318011950421
42000,83.99999999998563,-43930.32560369028,6616.656318727844,-37313.66928496244,296.5533213943477,27.0,0.9916318011950421
42100,84.19999999998517,-43974.9062864448,6728.332916153968,-37246.57337029083,301.55857847487624,27.0,0.9916318011950421
42200,84.3999999999847,-43931.84271356119,6563.826537770049,-37368.01617579114,294.1855322487597,27.0,0.9916318011950421
42300,84.59999999998423,-44137.64744874491,6751.398158558974,-37386.24929018594,302.59234446096957,27.0,0.9916318011950421
42400,84.79999999998377,-44042.6719114448,6763.350030317942,-37279.32188112686,303.1280179335314,27.0,0.9916318011950421
42500,84.9999999999833,-43912.63703652872,6632.391513950108,-37280.24552257861,297.25856044276907,27.0,0.9916318011950421
42600,85.19999999998284,-43994.58026238932,6743.777252045502,-37250.803010343814,302.2507814373304,27.0,0.9916318011950421
42700,85.39999999998237,-43897.535834517614,6671.885703664655,-37225.650130852955,299.02865889906593,27.0,0.9916318011950421
42800,85.5999999999819,-43979.00082990183,6680.76995984049,-37298.23087006134,299.42684425888353,27.0,0.9916318011950421
42900,85.79999999998144,-43932.494138922826,6624.3722522855505,-37308.12188663727,296.8991434552154,27.0,0.9916318011950421
43000,85.99999999998097,-44038.286133017675,6630.031274132945,-37408.25485888473,297.15277635434876,27.0,0.9916318011950421
43100,86.1999999999805,-43932.71832772745,6628.278398410515,-37304.43992931694,297.07421384597023,27.0,0.9916318011950421
43200,86.39999999998004,-44143.063463416234,6812.055288606296,-37331.00817480994,305.31094922375115,27.0,0.9916318011950421
43300,86.59999999997957,-44038.36876031412,6755.613235534853,-37282.75552477927,302.7812608889834,27.0,0.9916318011950421
43400,86.79999999997911,-43851.38620015635,6552.615913680491,-37298.770286475854,293.68308091253834,27.0,0.9916318011950421
43500,86.99999999997864,-43980.14263268961,6718.901636360461,-37261.24099632915,301.13587594764243,27.0,0.9916318011950421
43600,87.19999999997817,-44151.90747639193,6716.8243978716755,-37435.08307852025,301.04277575571706,27.0,0.9916318011950421
43700,87.39999999997771,-44174.34961911692,6512.271152530556,-37662.07846658636,291.87486051487156,27.0,0.9916318011950421
43800,87.59999999997724,-44376.38353463663,6775.877797602842,-37600.50573703379,303.6895025896828,27.0,0.9916318011950421
43900,87.79999999997678,-44196.29770776285,6613.285660758322,-37583.01204700453,296.4022511606834,27.0,0.9916318011950421
44000,87.99999999997631,-44269.45484467997,6448.791608608899,-37820.663236071065,289.0297573866823,27.0,0.9916318011950421
44100,88.19999999997584,-44187.51212808146,6495.865930297214,-37691.64619778424,291.13959138388464,27.0,0.9916318011950421
44200,88.39999999997538,-44368.023528304235,6725.16341201271,-37642.86011629152,301.41652379725866,27.0,0.9916318011950421
44300,88.59999999997491,-44308.688275542394,6786.83438084704,-37521.853894695356,304.1805680154332,27.0,0.9916318011950421
44400,88.79999999997445,-44173.850705351964,6655.188693900795,-37518.66201145117,298.2803120809289,27.0,0.9916318011950421
44500,88.99999999997398,-44201.60527345194,6867.270630808689,-37334.334642643254,307.7856573441803,27.0,0.9916318011950421
44600,89.19999999997351,-43929.095634665624,6907.7586021849265,-37021.3370324807,309.60029631132124,27.0,0.9916318011950421
44700,89.39999999997305,-43824.47689553751,6733.848399067094,-37090.62849647042,301.8057780721036,27.0,0.9916318011950421
44800,89.59999999997258,-43875.28977986826,6623.107246262509,-37252.18253360575,296.8424468822568,27.0,0.9916318011950421
44900,89.79999999997212,-43978.531082358495,6754.262539762024,-37224.268542596474,302.7207237689744,27.0,0.9916318011950421
45000,89.99999999997165,-43925.09267064585,6636.276289348317,-37288.81638129753,297.43267301439363,27.0,0.9916318011950421
45100,90.19999999997118,-44057.22896310343,6826.459508728454,-37230.769454374975,305.9565350171723,27.0,0.9916318011950421
45200,90.39999999997072,-44131.181758132116,6764.977676007239,-37366.204082124874,303.20096773052296,27.0,0.9916318011950421
45300,90.59999999997025,-44108.18797227396,6675.109345610715,-37433.07862666325,299.1731399904269,27.0,0.9916318011950421
45400,90.79999999996978,-44258.95349046244,6670.053648901507,-37588.89984156093,298.9465476484861,27.0,0.9916318011950421
45500,90.99999999996932,-44272.32832929148,6704.474231777351,-37567.85409751413,300.4892510449538,27.0,0.9916318011950421
45600,91.19999999996885,-44283.996630873815,6746.685231373757,-37537.31139950006,302.38111477894574,27.0,0.9916318011950421
45700,91.39999999996839,-44126.14177819742,6519.539226320051,-37606.602551877375,292.2006098539015,27.0,0.9916318011950421
45800,91.59999999996792,-44226.802685942785,6572.026030340112,-37654.776655602676,294.553027043452,27.0,0.9916318011950421
45900,91.79999999996745,-44112.13075276865,6703.976071022013,-37408.15468174664,300.4669238725169,27.0,0.9916318011950421
46000,91.99999999996699,-44141.160092558996,6788.391319282451,-37352.76877327655,304.25034876903237,27.0,0.9916318011950421
46100,92.19999999996652,-44100.43504640116,6569.85765065364,-37530.57739574752,294.45584197487784,27.0,0.9916318011950421
46200,92.39999999996606,-44179.5671703483,6650.484746406178,-37529.08242394213,298.06948486156057,27.0,0.9916318011950421
46300,92.59999999996559,-44125.95813771738,6686.065203405746,-37439.89293431163,299.66417290211746,27.0,0.9916318011950421
46400,92.79999999996512,-44025.53771897806,6816.567230350878,-37208.97048862719,305.51317089672915,27.0,0.9916318011950421
46500,92.99999999996466,-43685.5318729545,6587.630754151331,-37097.90111880317,295.2524184660593,27.0,0.9916318011950421
46600,93.19999999996419,-43760.8513538505,6698.272777009119,-37062.57857684138,300.21130672981826,27.0,0.9916318011950421
46700,93.39999999996373,-43889.45983048929,6724.66080101726,-37164.79902947204,301.39399716856735,27.0,0.9916318011950421
46800,93.59999999996326,-43786.65328141703,6693.964964760533,-37092.688316656495,300.0182339799694,27.0,0.9916318011950421
46900,93.7999999999628,-43553.164133277074,6492.190061744222,-37060.97407153285,290.9748418524161,27.0,0.9916318011950421
47000,93.99999999996233,-43801.71725484385,6656.607732306138,-37145.10952253771,298.3439122638641,27.0,0.9916318011950421
47100,94.19999999996186,-43889.48413583292,6584.79044296196,-37304.69369287096,295.1251179570972,27.0,0.9916318011950421
